subject_id,item_id,counterbalance,trial_num,n_blue,n_naive,goal,previous_selection,selected_tangram,selected_tangram_group,selected_tangram_earlier_red,selected_tangram_earlier_blue,selected_tangram_later_red,selected_tangram_later_blue,written_label,sbert_cosine_earlier_blue,sbert_cosine_earlier_red,sbert_cosine_later_blue,sbert_cosine_later_red,utt_length
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,19,2,4,refer,D,B,shared,"the person is kneeling with their hands streched out, not the one facing sideways, looks like their heels are up behind them, with a little triangle sticking up behind them","the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",princess dance,mouse,"Kneeling, triangle arms up on left and right, triangle foot on left, facing right",0.43883347511291504,0.730358362197876,0.09159648418426514,0.17834541201591492,14
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,20,2,4,social,B,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,21,1,16,refer,F,D,shared,"this looks like a standing person with a triangle and square put together sticking out of the left side, and the bottom is flat and there's a small triangle at the bottom sticking out left too, like a guy with long sleeves looking at a book","someone facing left, their back is a straight line, sort of looks like they're holding a book open",long sleeved book,priest,"Facing left, arm left, foot left, looks like long sleeves, flat back, looks like scholar/priest",0.5583460330963135,0.5416377782821655,0.43127912282943726,0.36157211661338806,15
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,22,3,2,social,D,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,"Weird hat guy, triangles on head",0.6351566314697266,nan,0.7052987813949585,nan,6
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,23,4,2,social,E,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,Sad boi sitting with kneeling legs facing left,0.6340657472610474,0.3494578003883362,0.47036707401275635,0.32114145159721375,8
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,24,4,4,refer,F,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"Guy leaning left with no legs and diamond/rhombus arms up on left AND right, head leaning left",0.4629582166671753,nan,0.1092747151851654,nan,17
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,25,3,4,social,C,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,Sad boi sitting with knees bent left,0.5946485996246338,0.3380839228630066,0.5229220390319824,0.3198944926261902,7
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,26,1,2,refer,F,D,shared,"this looks like a standing person with a triangle and square put together sticking out of the left side, and the bottom is flat and there's a small triangle at the bottom sticking out left too, like a guy with long sleeves looking at a book","someone facing left, their back is a straight line, sort of looks like they're holding a book open",long sleeved book,priest,"Scholar/priest facing left, flat back, long sleeves, triangle foot left",0.5477614998817444,0.5525795221328735,0.5033074617385864,0.40477967262268066,10
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,27,2,8,social,D,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi facing left with knees bent,0.5236668586730957,0.35642749071121216,0.4883733093738556,0.3096408545970917,7
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,28,2,2,social,F,D,shared,"this looks like a standing person with a triangle and square put together sticking out of the left side, and the bottom is flat and there's a small triangle at the bottom sticking out left too, like a guy with long sleeves looking at a book","someone facing left, their back is a straight line, sort of looks like they're holding a book open",long sleeved book,priest,Priest boi facing left with triangle foot,0.40536627173423767,0.47004789113998413,0.6013607382774353,0.12198914587497711,7
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,29,1,4,social,D,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,Sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,30,1,16,social,F,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,weird hat guy,0.5545145273208618,nan,0.8531824350357056,nan,3
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,31,4,16,social,E,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,32,1,8,social,F,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,weird hat guy,0.5545145273208618,nan,0.8531824350357056,nan,3
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,33,1,4,refer,E,D,shared,"this looks like a standing person with a triangle and square put together sticking out of the left side, and the bottom is flat and there's a small triangle at the bottom sticking out left too, like a guy with long sleeves looking at a book","someone facing left, their back is a straight line, sort of looks like they're holding a book open",long sleeved book,priest,"Scholar/priest facing left and triangle foot left, long sleeves arm facing left, flat back",0.5116140842437744,0.5523027181625366,0.5120128393173218,0.32883673906326294,14
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,34,3,16,refer,D,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"Body leaning left, rhombus/diamond arms up, no legs, head leaning left and facing right",0.5642459392547607,nan,0.10200326889753342,nan,14
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,35,0,4,refer,C,H,blue_specific,,He is sitting down. Only one side of his knee is visible. His one knee is pointing to the RIGHT in the pic. His head is a classic diamond shape. No arms visible. No hands and no legs. No feet visible.,,the innocent one,"Most simple, facing right, sitting, no arms and legs besides perhaps right-facing knees, diamond neck and shoulders",0.5462344884872437,nan,0.2681109309196472,nan,17
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,36,2,2,refer,H,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"Body leaning left, no legs, head leaning left but facing right, diamond/rhombus arms up on left AND right",0.5338125228881836,nan,0.12612825632095337,nan,18
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,37,1,1,refer,C,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,"Weird hat guy, like bunny ears from two triangles, sitting facing right, triangle body, triangle legs/feet",0.6208086013793945,nan,0.6147656440734863,nan,16
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,38,0,1,refer,E,A,shared,"Similar to the karate kid movie, the crane kick, looks like they have dangly sleeves","a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",crane kick,thriller,"head facing right, arms up like thriller on left, full legs and feet walking left, one leg up left",0.5672918558120728,0.3153781294822693,0.39299631118774414,0.18504302203655243,19
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,39,4,0,refer,A,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,40,3,1,refer,F,I,red_specific,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,,"Triangle foot up kicking to right, two triangle hands left, one leg on ground, head facing right",nan,0.6427763104438782,nan,0.3084561824798584,17
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,41,1,0,refer,I,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,weird hat guy,0.5545145273208618,nan,0.8531824350357056,nan,3
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,42,4,16,refer,E,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"Body leaning left with no legs, two diamond/rhombus arms, head leaning left but facing right",0.5546426177024841,nan,0.11657243221998215,nan,15
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,43,1,0,social,C,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,44,4,2,refer,F,B,shared,"the person is kneeling with their hands streched out, not the one facing sideways, looks like their heels are up behind them, with a little triangle sticking up behind them","the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",princess dance,mouse,"Right angle legs kneeling right, triangle foot bottom left, two simple triangle arms, diamond head facing right",0.508460283279419,0.6363109350204468,0.033582814037799835,0.2870357036590576,17
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,45,3,0,social,B,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,Weird hat boi,0.5490637421607971,nan,0.7106291055679321,nan,3
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,46,2,1,social,E,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,47,3,4,refer,F,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"No legs, rhombus body leaning left, head leaning left but facing right, two diamond/rhombus arms",0.5086320042610168,nan,0.10009311139583588,nan,15
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,48,2,16,refer,C,L,red_specific,"Mand Kneeling, praying. Not all the way to the ground though. Also looks like someone doing a squat. Knees bent",,squats,,"Squatting figure facing right, feet flat on ground, triangle hand/arm facing right, flat back",nan,0.6069140434265137,nan,0.6814305782318115,14
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,49,1,1,social,L,F,shared,"diamond leaing face to the left, 1 clear food woth shoe, gap between leg and body, part of the back is straight","Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",pointed toes,sad,sad boi,0.17607271671295166,0.1983703225851059,0.6788675785064697,0.08108382672071457,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,50,3,16,social,F,E,blue_specific,,"sitting down, facing right, with the hat thing on its head",,crazy hat person,weird hat guy,0.5545145273208618,nan,0.8531824350357056,nan,3
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,51,4,0,social,E,D,shared,"this looks like a standing person with a triangle and square put together sticking out of the left side, and the bottom is flat and there's a small triangle at the bottom sticking out left too, like a guy with long sleeves looking at a book","someone facing left, their back is a straight line, sort of looks like they're holding a book open",long sleeved book,priest,priest boi,0.19728600978851318,0.20268812775611877,0.7829378843307495,0.09028632938861847,2
e5da20a7-f71b-4af1-80fb-b6b4126d6ea1,2,a,52,2,8,refer,D,C,blue_specific,,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,"Rhombus/diamond body leaning left, head leaning left but facing right, diamond/rhombus arms up on left AND right",0.4795275926589966,nan,0.08400724828243256,nan,17
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,0,2,8,refer,,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,Looks like a person mid-jump with arms raised and legs bent—almost like a cheerleadeir or dancer in motion,0.4708290994167328,nan,0.44898322224617004,nan,18
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,1,1,16,refer,I,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,Looks like a person doing a cartwheel—arms and legs spread wide in motion,nan,0.4996439814567566,nan,0.042145468294620514,13
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,2,1,1,social,C,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,Looks like a person doing a carwheel—arms and legs spread wide in motion,0.4367024302482605,nan,0.4153280258178711,nan,13
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,3,1,2,social,I,F,shared,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape","sitting down looking upwards, legs in front with arms under its knees",sad,arms under knees,Looks like a person sitting crosslegged with hands resting on knees,0.7740821838378906,0.7592419385910034,0.655917227268219,0.2935270369052887,11
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,4,0,4,refer,F,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,Resembles a bird with wings extended and a small pointed beak,nan,0.3920480012893677,nan,0.10478562116622925,11
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,5,4,16,refer,C,H,shared,He is sitting down. Only one side of his knee is visible. His one knee is pointing to the RIGHT in the pic. His head is a classic diamond shape. No arms visible. No hands and no legs. No feet visible.,Monk blob? No visible arms or legs. Maybe sitting cross legged with one knee bent outwards. Knee bend to the right. Looks like looking up. > on right side,the innocent one,blob,"Shaped like a rocket with a narrow top and wide base, ready to launch",0.20595836639404297,0.2688038945198059,0.11918295919895172,0.03954605013132095,14
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,6,3,8,refer,H,G,shared,"Its a lot of shapes. On the bottom is a parollelogram. It doesn't look like a person, top of it a square that's tilted to the left, top of it a square that's tilted to the left almost looks like it's falling off, triangle on the right also falling off","this looks like its striking a pose or something, on foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",horse,strike a pose,"Looks like a person leaning forward with one arm stretched out, as if reaching for somethin",0.7026866674423218,0.2825395166873932,0.48160520195961,0.08048899471759796,16
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,7,1,16,social,G,E,shared,"sitting down, facing right, with the hat thing on its head","It looks like a windmill on top of a hill, the peak is on the left, two triangles and a square on top",crazy hat person,windmill,Looks like a person doing a handstandlegs straight up and arms supporting the body,0.1484823226928711,0.1919042468070984,0.15984824299812317,0.2133897840976715,14
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,8,3,1,refer,E,J,blue_specific,,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,,large cube,Shaped like a mountain peak with a steep triangle on top and a wide base,0.37979257106781006,nan,0.27725642919540405,nan,15
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,9,0,1,refer,J,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,"Looks like a person running, with one leg bent and arms pumping",0.5539040565490723,nan,0.4471074640750885,nan,12
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,10,2,0,refer,I,B,red_specific,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",,mouse,,Looks like a person praying,nan,0.29197680950164795,nan,0.024731513112783432,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,11,1,4,refer,B,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,Looks like a person giving thanks,nan,0.22695410251617432,nan,0.13701322674751282,6
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,12,2,1,social,C,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,Looks like a person standing on one leg,0.7404826879501343,nan,0.4372967481613159,nan,8
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,13,3,0,social,I,F,shared,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape","sitting down looking upwards, legs in front with arms under its knees",sad,arms under knees,Looks like a person sitting,0.6416326761245728,0.7161417007446289,0.29575490951538086,0.2632921636104584,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,14,0,8,refer,F,K,blue_specific,,"its a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",,duck,Looks like a person is solid,0.3453214168548584,nan,0.10691744834184647,nan,6
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,15,2,2,refer,K,A,red_specific,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",,thriller,,Looks like a persone dancing,nan,0.49608635902404785,nan,0.094327412545681,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,16,3,2,social,A,K,blue_specific,,"its a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",,duck,Looks like a person givng thanks,0.13487745821475983,nan,0.11814804375171661,nan,6
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,17,2,1,refer,K,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,"Looks like a person standing with arms raised in a V-shape, like cheering or celebrating",nan,0.43849247694015503,nan,0.10425839573144913,15
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,18,3,4,refer,C,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,"Looks like a person leaning forward with one arm stretched out, as if reaching for somethin",0.6217054128646851,nan,0.3366435766220093,nan,16
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,19,1,8,refer,I,F,shared,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape","sitting down looking upwards, legs in front with arms under its knees",sad,arms under knees,A person sitting,0.5578585267066956,0.7009906768798828,0.27667659521102905,0.24834297597408295,3
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,20,4,0,refer,F,L,blue_specific,,"Mand Kneeling, praying. Not all the way to the ground though. Also looks like someone doing a squat. Knees bent",,squats,looks like someone praying,0.6958643198013306,nan,0.3108282685279846,nan,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,21,4,8,refer,L,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,thnaks,nan,0.077944315969944,nan,0.16802197694778442,1
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,22,1,1,refer,C,J,blue_specific,,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,,large cube,Looks like a solid,0.40560659766197205,nan,0.3882143497467041,nan,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,23,1,4,social,J,G,shared,"Its a lot of shapes. On the bottom is a parollelogram. It doesn't look like a person, top of it a square that's tilted to the left, top of it a square that's tilted to the left almost looks like it's falling off, triangle on the right also falling off","this looks like its striking a pose or something, on foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",horse,strike a pose,Looks like someone ready,0.4398443102836609,0.20768451690673828,0.2885103225708008,0.1543407142162323,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,24,3,16,social,G,K,blue_specific,,"its a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",,duck,Looks like someone faithful,0.208058699965477,nan,0.14082714915275574,nan,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,25,3,0,refer,K,J,blue_specific,,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,,large cube,Shaped like a mountain peak with a steep triangle on top and a wide base,0.37979257106781006,nan,0.27725642919540405,nan,15
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,26,2,4,refer,J,A,red_specific,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",,thriller,,Looks like someone dancing,nan,0.5043900012969971,nan,0.12348870187997818,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,27,2,4,social,A,B,red_specific,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",,mouse,,Looks like someone praying,nan,0.3103136420249939,nan,0.034498363733291626,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,28,2,8,social,B,H,shared,He is sitting down. Only one side of his knee is visible. His one knee is pointing to the RIGHT in the pic. His head is a classic diamond shape. No arms visible. No hands and no legs. No feet visible.,Monk blob? No visible arms or legs. Maybe sitting cross legged with one knee bent outwards. Knee bend to the right. Looks like looking up. > on right side,the innocent one,blob,rounded body and small flippers,0.3215664029121399,0.33262401819229126,0.12794151902198792,0.18905417621135712,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,29,3,2,refer,H,D,red_specific,"someone facing left, their back is a straight line, sort of looks like they're holding a book open",,priest,,rounded body and small flipper,nan,0.16886800527572632,nan,0.04366488754749298,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,30,3,8,social,D,F,shared,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape","sitting down looking upwards, legs in front with arms under its knees",sad,arms under knees,leg bent and arms pumping,0.4938637316226959,0.3679243326187134,0.6711804866790771,0.13263721764087677,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,31,4,4,refer,F,B,red_specific,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",,mouse,,leg bent and arms pumping,nan,0.3397742509841919,nan,-0.011927150189876556,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,32,1,2,refer,B,J,blue_specific,,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,,large cube,steep triangle on top and a wide base,0.47669947147369385,nan,0.4416964650154114,nan,8
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,33,2,16,social,J,D,red_specific,"someone facing left, their back is a straight line, sort of looks like they're holding a book open",,priest,,steep triangle on top and a wide base,nan,0.18314993381500244,nan,0.04777579754590988,8
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,34,3,16,refer,D,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,"arms raised in a V-shape, like cheering or celebrating",nan,0.46703848242759705,nan,0.10797199606895447,9
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,35,1,0,social,C,H,shared,He is sitting down. Only one side of his knee is visible. His one knee is pointing to the RIGHT in the pic. His head is a classic diamond shape. No arms visible. No hands and no legs. No feet visible.,Monk blob? No visible arms or legs. Maybe sitting cross legged with one knee bent outwards. Knee bend to the right. Looks like looking up. > on right side,the innocent one,blob,tall triangular sail and a flat base,0.17887553572654724,0.17431528866291046,0.09310013055801392,0.1285206377506256,7
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,36,2,16,refer,H,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,"leaning forward with one arm stretched out, as if reaching for something",0.5481342077255249,nan,0.2923735976219177,nan,12
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,37,0,2,refer,I,D,red_specific,"someone facing left, their back is a straight line, sort of looks like they're holding a book open",,priest,,"leaning forward with one arm stretched out, as if reaching for somethig",nan,0.3164081275463104,nan,0.11119100451469421,12
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,38,4,1,social,D,K,blue_specific,,"its a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",,duck,"leaninig forward with one arm stretched out, as if reaching for something",0.27054211497306824,nan,0.1837269514799118,nan,12
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,39,4,2,refer,K,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,arms raised in a V-shape,nan,0.5729600787162781,nan,0.04520522803068161,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,40,3,1,social,C,G,shared,"Its a lot of shapes. On the bottom is a parollelogram. It doesn't look like a person, top of it a square that's tilted to the left, top of it a square that's tilted to the left almost looks like it's falling off, triangle on the right also falling off","this looks like its striking a pose or something, on foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",horse,strike a pose,arms raised in a V-shape,0.6303983330726624,0.4027983546257019,0.49203360080718994,0.12706786394119263,5
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,41,4,0,social,G,I,blue_specific,,"the one that looks like a standing person with one leg on the ground and one sticking out to the right, and two triangles pointing left",,yoga guy,"Resembles a fish swimming to the left, with a pointed nose and wide tail",0.13719557225704193,nan,-0.06279619038105011,nan,14
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,42,4,8,social,I,J,blue_specific,,the image where there is it has a cube (i.e. the most cube-shaped body) for a body with a point sticking out pointing towards the right,,large cube,"Resemblles a fish swimming to the left, with a pointed nose and wide tail",0.13411466777324677,nan,0.039892178028821945,nan,14
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,43,2,0,social,J,F,shared,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape","sitting down looking upwards, legs in front with arms under its knees",sad,arms under knees,"Resembles a dancer mid-spin, with one leg extended and arms curve",0.4858381152153015,0.4289882183074951,0.46672311425209045,0.0597558468580246,11
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,44,4,4,social,F,K,blue_specific,,"its a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",,duck,Shaped like a tent with a triangular top and flat botto,0.39819368720054626,nan,0.19153043627738953,nan,11
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,45,4,2,social,K,L,blue_specific,,"Mand Kneeling, praying. Not all the way to the ground though. Also looks like someone doing a squat. Knees bent",,squats,Shaped like a tent with a trianguilar top and flat bottom,0.12313096225261688,nan,0.25333917140960693,nan,11
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,46,2,2,social,L,B,red_specific,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",,mouse,,Someone praying,nan,0.18694552779197693,nan,0.030480146408081055,2
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,47,4,16,social,B,C,red_specific,"square head balancing on a cornder, body is a rectangle on a lean, then two arms reaching up above the head",,italian,,Someone giving thanks,nan,0.13603033125400543,nan,0.10473547875881195,3
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,48,4,1,refer,C,D,red_specific,"someone facing left, their back is a straight line, sort of looks like they're holding a book open",,priest,,Stabding on one leg,nan,0.1818508505821228,nan,0.020201191306114197,4
617b74fb-f8db-4686-854f-a8b9128a4543,0,b,49,1,0,refer,D,H,shared,He is sitting down. Only one side of his knee is visible. His one knee is pointing to the RIGHT in the pic. His head is a classic diamond shape. No arms visible. No hands and no legs. No feet visible.,Monk blob? No visible arms or legs. Maybe sitting cross legged with one knee bent outwards. Knee bend to the right. Looks like looking up. > on right side,the innocent one,blob,Shaped like a spaceship with angled wings and a pointed nose,0.30715301632881165,0.20180071890354156,0.13062100112438202,0.1043802797794342,11
